N,100,500,1000,2000,5000
10000,0.007486,0.02653,0.051876,0.092863,0.229983
50000,0.012515,0.043038,0.124502,0.124273,0.287847
100000,0.019017,0.06188,0.103399,0.180317,0.441199
500000,0.385753,1.78114,3.34253,6.96464,16.7993
1000000,1.11119,6.04866,11.6444,23.6715,58.8584
