N,100,500,1000,2000,5000
10000,0.001005,0.004734,0.009185,0.018433,0.048251
50000,0.005101,0.021922,0.043294,0.086442,0.210616
100000,0.010328,0.046324,0.090367,0.175192,0.421619
500000,0.152036,0.706279,1.35913,2.328,4.41994
1000000,0.279111,1.3727,2.07621,3.75172,7.62498
